title,id,stage,creation,activity,type,components,status,creator
extended slice behavior inconsistent with docs,1446619,4,2006-03-09.17:37:32,2014-09-23.14:26:15,5,['4'],1,2074
allow weights in random.choice,18844,4,2013-08-26.17:23:45,2014-09-15.00:39:05,6,['9'],1,11151
IDLE crash on startup with typo in config-keys.cfg,11437,4,2011-03-08.00:13:57,2014-09-14.23:47:28,5,"['6', '13']",1,13896
python readline module crashing on NULL access,20631,4,2014-02-15.00:12:11,2014-09-14.00:58:40,1,[],1,19000
resolve() on Windows makes some pathological paths unusable,22299,4,2014-08-29.13:17:08,2014-09-11.19:50:24,5,"['9', '15']",1,19820
Python on 64-bit Windows uses signed 32-bit type for read length,21199,4,2014-04-10.16:58:53,2014-09-11.14:48:15,5,['23'],1,15238
"argparse support for ""python -m module"" in help",22240,4,2014-08-20.19:59:11,2014-09-10.19:04:36,6,['9'],1,1083
Difflib should provide the option of overriding the SequenceMatcher,20752,4,2014-02-23.22:16:56,2014-09-10.07:01:35,6,['9'],1,13206
Tkdnd mouse cursor handling patch,1525806,4,2006-07-20.10:28:26,2014-09-09.08:55:16,6,['13'],1,2987
bring Lib/copy.py to 100% coverage,11572,4,2011-03-16.16:32:32,2014-09-06.23:38:03,6,['9'],1,11803
Add preferred extensions for MIME types,1043134,4,2004-10-08.15:44:17,2014-09-06.02:39:08,6,['9'],1,1814
hotshot.stats.load fails with AssertionError,900092,4,2004-02-19.08:05:42,2014-09-05.23:09:30,5,['8'],1,1659
Turtledemo: stop reloading demos,22051,4,2014-07-23.19:57:46,2014-09-03.23:29:57,5,[],1,155
Add unicode script info to the unicode database,6331,4,2009-06-23.20:50:57,2014-09-02.08:22:51,6,['14'],1,22
smtplib.SMTP.starttls' documentation is just confusing,22301,4,2014-08-29.20:33:03,2014-09-01.19:57:54,None,"['4', '9', '29']",1,12351
Make zipimport work with zipfile containing comments,5950,4,2009-05-06.16:49:46,2014-09-01.16:36:16,6,['8'],1,10504
mailbox.MH chokes on directories without .mh_sequences,22319,4,2014-09-01.00:44:46,2014-09-01.12:52:25,5,"['9', '29']",1,2751
modulefinder fails if module contains syntax error,17396,4,2013-03-11.12:03:45,2014-09-01.10:28:17,5,['9'],1,17458
"Add a ""decode to declared encoding"" version of urlopen to urllib",4733,4,2008-12-23.21:44:13,2014-09-01.01:34:25,6,['9'],1,3250
doctest _load_testfile function -- newline handling seems incorrect,1812,4,2008-01-12.05:57:33,2014-08-30.04:25:06,5,['12'],1,4533
Fix doctest runable examples in python manual,10225,4,2010-10-29.02:18:53,2014-08-30.04:23:24,None,['4'],1,1427
Enhancements to gettext docs,10536,4,2010-11-26.00:22:03,2014-08-30.04:21:17,None,['4'],1,7641
resource module documentation is incorrect,20468,4,2014-01-31.22:50:41,2014-08-29.21:23:54,None,['4'],1,18943
Add support for _msi.Record.GetString() and _msi.Record.GetInteger(),1102,4,2007-09-04.21:01:54,2014-08-29.05:51:17,5,"['9', '15']",1,1334
subprocess.Popen(stderr=STDOUT) fails to redirect subprocess stderr to stdout,22274,4,2014-08-25.21:46:01,2014-08-28.12:10:11,5,['9'],1,12270
robotparser doesn't support request rate and crawl delay parameters,16099,4,2012-10-01.12:58:25,2014-08-26.13:15:36,6,['9'],1,16623
Update or remove claims that distutils requires external programs,12933,4,2011-09-07.16:06:53,2014-08-25.22:58:16,6,"['3', '4', '12']",1,7641
"Rearrange tkinter tests, use test discovery",22260,4,2014-08-23.20:10:39,2014-08-25.18:16:56,6,"['12', '13']",1,15467
shutil copy* unsafe on POSIX - they preserve setuid/setgit bits,17180,4,2013-02-11.09:10:56,2014-08-24.08:42:33,4,['9'],1,11233
ast.parse gives wrong position (col_offset) for some BinOp-s,18374,4,2013-07-06.09:35:02,2014-08-22.10:40:14,5,['8'],1,15069
Tkinter: Don't stringify callbacks arguments,22214,4,2014-08-17.14:24:09,2014-08-18.14:52:45,6,['13'],1,15623
Add new methods to trace Tkinter variables,22115,4,2014-07-31.14:47:51,2014-08-18.12:43:50,6,['13'],1,15623
"filecmp.cmp's ""shallow"" option",1234674,4,2005-07-08.09:01:20,2014-08-14.05:09:22,5,['9'],1,2309
unittest warnings counter,18381,4,2013-07-06.12:37:39,2014-08-13.14:02:20,6,['9'],1,3080
find_executable fails to find .bat files on win32,2200,4,2008-02-28.13:52:12,2014-08-10.19:54:28,5,"['3', '15']",1,5293
"This is a python file, apply syntax highlighting",6858,4,2009-09-07.23:07:51,2014-08-10.18:31:43,6,['6'],1,11163
Move test sub-packages to Lib/test,10572,4,2010-11-29.00:52:57,2014-08-08.19:01:34,6,['12'],1,9716
"Add method to mark unittest.TestCases as ""do not run"".",14534,4,2012-04-09.13:10:52,2014-08-08.17:20:36,6,['9'],1,9663
Use argparse in the uu module,18979,4,2013-09-08.17:23:44,2014-08-08.02:28:58,6,"['2', '9']",1,15623
move doctest test-data files into a subdirectory of Lib/test,15907,4,2012-09-10.17:00:58,2014-08-08.00:10:21,6,"['9', '12']",1,12075
The -t option has no effect in for uu command-line,18977,4,2013-09-08.16:28:44,2014-08-07.20:27:55,6,"['2', '9']",1,15623
dict creation performance regression,16465,4,2012-11-13.16:19:04,2014-08-06.15:26:15,7,['8'],1,10161
Cure signedness warnings introduced by #22003,22125,4,2014-08-02.22:11:52,2014-08-04.16:31:32,2,['9'],1,15540
Should not release GIL while running RegEnumValue,10071,4,2010-10-12.11:43:22,2014-08-04.15:21:07,1,"['5', '15']",1,2529
TarFile.getmember on directory requires trailing slash iff over 100 chars,21987,4,2014-07-16.03:40:59,2014-08-04.14:07:02,5,['9'],1,19903
"struct.unpack('?', '\x02') returns (False,) on Mac OSX",22012,4,2014-07-19.18:30:27,2014-08-04.11:55:02,5,['1'],1,19919
python.exe on OS X shared-llbrary build erroneously linked to MacPorts python library,11445,4,2011-03-08.22:24:52,2014-08-04.03:36:12,None,"['1', '10']",1,15
Add alias for iso-8859-8-i which is the same as iso-8859-8,18624,4,2013-08-01.23:04:29,2014-08-03.19:19:09,6,"['14', '29']",1,9663
turtle with compound shape doesn't get clicks,16428,4,2012-11-07.14:46:49,2014-08-03.19:02:07,5,['9'],1,16841
Use the 'with' statement in conjunction with 'open' throughout test modules,7944,4,2010-02-16.17:43:50,2014-08-02.13:36:43,6,['12'],1,11853
Make re match object iterable,9529,4,2010-08-06.05:41:03,2014-08-01.14:48:47,6,['11'],1,10460
_winreg.QueryValue fault while reading mangled registry values,4722,4,2008-12-22.15:06:31,2014-07-29.22:55:55,5,"['9', '15']",1,9805
Wrong Paths for distutils build --plat-name=win-amd64,8170,4,2010-03-18.11:55:31,2014-07-29.20:34:50,5,"['3', '15']",1,68
Silence unused value warnings under Mac OS X 10.8/clang,15730,4,2012-08-20.00:46:27,2014-07-26.08:58:07,6,"['8', '10']",1,11731
argparse: terminal width is not detected properly,13041,4,2011-09-24.22:07:18,2014-07-24.05:24:13,6,['9'],1,10329
Fix httplib and SimpleHTTPServer in unicodeless build,21850,4,2014-06-24.07:35:40,2014-07-23.23:18:14,5,"['9', '12']",1,15623
webbrowser.get(command_line) does not support Windows-style path separators,22025,4,2014-07-21.20:16:02,2014-07-22.16:54:28,5,['9'],1,19914
IDLE: Warn user about overwriting a file that has a newer version on filesystem,6699,4,2009-08-13.23:58:48,2014-07-21.18:23:44,6,['6'],1,4698
PyObject_Malloc is not documented,20064,4,2013-12-24.19:39:20,2014-07-21.17:27:14,5,"['4', '8']",1,9663
Make CPython test package discoverable,16748,4,2012-12-22.01:02:27,2014-07-21.14:26:35,5,['12'],1,15467
cgitb failures,1047397,4,2004-10-14.22:23:50,2014-07-20.06:39:30,5,['9'],1,68
Test harness unnecessarily disambiguating twice,15305,4,2012-07-09.11:45:51,2014-07-19.23:57:52,6,['12'],1,12075
Various obvious errors in cookies documentation,11001,4,2011-01-24.22:27:44,2014-07-19.02:32:35,None,['4'],1,12973
bdist_rpm fails when installing man pages,644744,4,2002-11-27.14:30:55,2014-07-18.21:52:35,5,['3'],1,181
os.chmod() does not follow symlinks on Windows,15411,4,2012-07-21.08:31:23,2014-07-17.13:58:18,6,"['9', '15']",1,940
test_dummy_thread.py test coverage improvement,11551,4,2011-03-15.05:31:15,2014-07-17.13:56:18,5,['12'],1,12806
test_fcntl_64_bit from test_fcntl.py fails in Python 2.6.4,7247,4,2009-11-01.19:20:04,2014-07-17.11:58:42,5,"['9', '12']",1,11412
make PYTHONWARNINGS variable work in libpython,14689,4,2012-04-28.09:56:04,2014-07-16.22:19:56,6,['8'],1,11313
smtpd crashes when a multi-byte UTF-8 sequence is split between consecutive data packets,19806,4,2013-11-27.06:10:48,2014-07-16.21:17:09,5,['9'],1,14287
ctypes mixed-types bitfield layout nonsensical; doesn't match compiler.,15119,4,2012-06-21.09:13:35,2014-07-16.19:30:20,5,['22'],1,1118
dir on return value of msilib.OpenDatabase() crashes python,11702,4,2011-03-28.15:13:42,2014-07-15.20:10:26,1,['15'],1,12927
run the testsuite in batched mode,17783,4,2013-04-17.19:38:00,2014-07-15.17:58:38,6,['12'],1,169
readline: Wrong tab completion scope indices in Unicode terminals,16182,4,2012-10-09.20:09:44,2014-07-15.13:00:38,5,"['9', '14']",1,16670
Implementation of the PEP 419: Protecting cleanup statements from interruptions,14730,4,2012-05-05.14:31:46,2014-07-15.12:44:15,6,['8'],1,15933
Add Py_errno to work around multiple CRT issue,15883,4,2012-09-08.13:35:02,2014-07-14.15:38:15,6,"['1', '5', '8', '15']",1,3108
Create unit tests for Turtle guionly,21914,4,2014-07-04.02:47:17,2014-07-13.19:18:35,None,"['9', '13']",1,19178
warnings should provide a public API for accessing its option parsing code,7976,4,2010-02-21.16:55:32,2014-07-12.18:59:18,6,['9'],1,11889
expose the finder details used by the FileFinder path hook,15600,4,2012-08-09.03:43:19,2014-07-12.13:48:46,6,['8'],1,14000
"tokenize.untokenize() ""compat"" mode misses the encoding when using an iterator",16221,4,2012-10-14.05:26:56,2014-07-12.01:09:15,5,['9'],1,14000
tkinter with wantobjects=False has been broken for some time,3015,4,2008-05-30.22:51:37,2014-07-12.00:23:40,5,['13'],1,4698
Tkinter application doesn't run from source build on Windows,14750,4,2012-05-08.11:43:28,2014-07-10.13:41:57,5,"['9', '13', '15']",1,328
Add skip_on_windows decorator to test.support,17652,4,2013-04-07.16:47:15,2014-07-07.20:09:04,6,['12'],1,14674
Fix optparse in unicodeless build,21852,4,2014-06-24.07:40:12,2014-07-05.23:54:18,5,[],1,15623
Use specific asserts in optparse test,20554,4,2014-02-07.21:34:19,2014-07-05.23:52:50,6,['12'],1,15623
Patch to fix building on Win32/64 under VS 2010,16296,4,2012-10-21.17:56:15,2014-07-04.22:30:20,5,"['3', '15']",1,12316
ftplib.ftpcp test,17055,4,2013-01-27.22:48:28,2014-07-04.19:13:38,6,['12'],1,17196
Add co_qualname attribute in code objects,13672,4,2011-12-28.19:19:59,2014-07-03.08:36:34,6,['8'],1,9138
2to3 does not convert __builtins__.file,7162,4,2009-10-17.21:29:37,2014-07-03.05:58:01,5,['20'],1,10557
wsgiref sets Content-Length: 0 on 304 Not Modified,18099,4,2013-05-30.10:33:28,2014-07-02.23:12:09,5,['9'],1,11184
Fix test discovery for test_concurrent_futures.py,16968,4,2013-01-14.22:19:34,2014-07-02.14:23:26,5,['12'],1,15467
bytes should be listed as built-in function for 2.7,17904,4,2013-05-04.10:34:39,2014-07-01.16:00:46,6,['4'],1,11184
More test coverage for hmac,14322,4,2012-03-15.17:13:28,2014-06-30.17:31:56,6,['12'],1,15629
trace module cannot produce coverage reports for zipped modules,10342,4,2010-11-06.15:26:46,2014-06-30.06:55:17,5,['9'],1,1427
Don't use east/west of UTC in date/time documentation,9305,4,2010-07-19.16:21:43,2014-06-29.23:28:03,6,['4'],1,1427
Using appropriate checks in tests,16510,4,2012-11-19.10:44:18,2014-06-29.21:35:49,6,['12'],1,15623
"test_popen fails if path contains special char like "";""",7671,4,2010-01-10.19:07:15,2014-06-29.19:03:06,5,['12'],1,11184
test_gdb fails when installed,12660,4,2011-07-30.15:06:48,2014-06-29.13:15:58,5,['12'],1,2040
Build regression from automation changes on windows,10765,4,2010-12-23.23:19:03,2014-06-29.09:46:01,5,"['1', '15']",1,11778
test_structmembers fails on s390x (bigendian 64-bit): int/Py_ssize_t issue,9960,4,2010-09-27.15:11:33,2014-06-29.00:39:55,5,['12'],1,11193
sdist generates bad MANIFEST on Windows,828450,4,2003-10-22.19:30:46,2014-06-28.22:29:50,5,['3'],1,9
distutils tests fail if PATH is not defined,12420,4,2011-06-27.12:33:17,2014-06-28.19:05:47,5,"['3', '25']",1,8939
Increase test coverage for pstats.py,13670,4,2011-12-28.14:13:28,2014-06-28.14:08:59,6,['12'],1,14082
shutil.move raises OSError when copystat fails,1438480,4,2006-02-25.05:26:29,2014-06-28.14:05:35,5,['9'],1,2491
test_gdb fails on debug build when builddir != srcdir,12509,4,2011-07-06.23:25:14,2014-06-27.21:57:20,5,['12'],1,11193
Remove HTTP 0.9 server support,10721,4,2010-12-16.18:21:42,2014-06-27.11:04:35,5,['9'],1,2040
shutil.chown should support dir_fd and follow_symlinks keyword arguments,18108,4,2013-05-31.13:09:57,2014-06-27.06:08:14,6,['9'],1,3923
Add exception logging function to syslog module,8214,4,2010-03-23.22:12:11,2014-06-27.00:19:53,6,['5'],1,2799
"non-standard processing of several configure options ignores ""=no""",10558,4,2010-11-28.03:24:52,2014-06-26.22:19:13,5,['1'],1,5248
itertools fixer fails,12613,4,2011-07-22.16:49:31,2014-06-26.15:23:07,5,['20'],1,10969
Add optional argument to Semaphore.release for releasing multiple threads,10978,4,2011-01-22.00:15:34,2014-06-25.23:55:38,6,['9'],1,114
--with-tsc crashes on ppc64,12872,4,2011-08-31.21:51:24,2014-06-25.17:47:01,1,['8'],1,11193
Fix logging  in unicodeless build,21848,4,2014-06-24.07:31:04,2014-06-25.13:25:33,5,"['9', '12']",1,15623
warnings.simplefilter should validate input,16845,4,2013-01-03.00:42:06,2014-06-24.19:09:44,6,['9'],1,16925
Fix a number of tests in unicodeless build,21834,4,2014-06-24.06:58:20,2014-06-24.07:47:20,5,"['12', '14']",1,15623
Fix cookielib in unicodeless build,21854,4,2014-06-24.07:42:37,2014-06-24.07:44:24,5,"['9', '12']",1,15623
Fix gettext in unicodeless build,21851,4,2014-06-24.07:39:04,2014-06-24.07:43:56,5,"['9', '12']",1,15623
Fix xmlrpc in unicodeless build,21847,4,2014-06-24.07:29:48,2014-06-24.07:37:48,5,"['9', '12']",1,15623
Fix zipfile in unicodeless build,21846,4,2014-06-24.07:28:53,2014-06-24.07:37:18,5,"['9', '12']",1,15623
Fix plistlib in unicodeless build,21845,4,2014-06-24.07:27:43,2014-06-24.07:37:01,5,"['9', '12']",1,15623
Fix doctest in unicodeless build,21843,4,2014-06-24.07:23:16,2014-06-24.07:36:33,5,"['9', '12']",1,15623
Fix xml.sax in unicodeless build,21841,4,2014-06-24.07:17:11,2014-06-24.07:21:43,5,"['9', '12']",1,15623
Fix distutils in unicodeless build,21839,4,2014-06-24.07:11:09,2014-06-24.07:21:10,5,"['3', '12']",1,15623
Fix ctypes in unicodeless build,21838,4,2014-06-24.07:10:06,2014-06-24.07:20:55,5,"['9', '12', '22']",1,15623
Fix tarfile in unicodeless build,21837,4,2014-06-24.07:08:37,2014-06-24.07:20:02,5,"['9', '12']",1,15623
Fix Tkinter in unicodeless build,21835,4,2014-06-24.07:07:31,2014-06-24.07:19:34,2,"['1', '12', '13']",1,15623
tarfile should expose supported formats,14013,4,2012-02-14.16:27:26,2014-06-23.19:36:25,6,['9'],1,7641
extend captured_output to simulate different stdout.encoding,7982,4,2010-02-22.13:09:16,2014-06-23.16:36:33,6,['12'],1,11184
Make textwrap.dedent() consistent with str.splitlines(True) and str.strip(),15045,4,2012-06-11.13:29:17,2014-06-22.18:41:48,6,['9'],1,1309
Output of help(...) is wider than 80 characters,9739,4,2010-09-02.05:01:38,2014-06-20.01:20:14,5,['4'],1,2774
Possibly ambiguous phrasing in tutorial/modules#more-on-modules,17383,4,2013-03-07.23:55:00,2014-06-19.22:55:50,None,['4'],1,17442
Idle: test SearchDialog.py,18410,4,2013-07-09.03:00:07,2014-06-19.22:30:40,6,['6'],1,17830
Add 'surgical editing' to ConfigParser,1410680,4,2006-01-20.11:12:46,2014-06-18.23:10:25,6,['9'],1,737
Proposal for exposing proxy bypass settings in ProxyHandler,11511,4,2011-03-14.22:08:13,2014-06-17.23:36:11,6,['9'],1,13933
SimpleXMLRPCServer.SimpleXMLRPCServer.register_function as decorator,7769,4,2010-01-24.12:48:44,2014-06-17.17:03:28,6,['9'],1,11748
Menu deletecommand fails if command is already deleted,6270,4,2009-06-11.21:09:39,2014-06-16.21:44:04,5,['13'],1,1717
No error checking after using of the wcsxfrm(),15954,4,2012-09-17.10:14:33,2014-06-15.20:48:24,5,"['9', '15']",1,15623
PEP 3121 refactoring applied to audioop module,15680,4,2012-08-16.08:21:54,2014-06-15.15:03:08,3,['5'],1,15796
cookielib.http2time raises ValueError for invalid date.,16181,4,2012-10-09.20:06:52,2014-06-15.14:36:30,5,['9'],1,16669
"In str.format an incorrect error message for list, tuple, dict, set",13790,4,2012-01-15.05:31:18,2014-06-13.01:24:57,5,['4'],1,12289
ftplib and sendfile(),13564,4,2011-12-09.06:56:06,2014-06-11.12:29:03,7,[],1,3080
IDLE: Dedenting with Shift+Tab,694339,4,2003-02-27.13:08:54,2014-06-10.21:27:47,6,['6'],1,1073
ipaddress.IPv4Address.is_global not implemented,21386,4,2014-04-29.11:35:35,2014-06-06.06:26:12,6,['9'],1,19525
readline fails to parse some forms of .editrc under editline (libedit) emulation on Mac OS X,13631,4,2011-12-19.04:05:36,2014-06-04.00:31:30,5,['10'],1,10134
Add a help() viewer for IDLE's Shell.,13659,4,2011-12-24.06:23:34,2014-06-03.15:59:34,5,['6'],1,14620
use _sysconfigdata to itinialize distutils.sysconfig,21272,4,2014-04-16.22:12:08,2014-06-03.08:13:57,6,['3'],1,169
test___all_ + test_tcl fails (Windows installed binary),10652,4,2010-12-08.14:39:57,2014-06-02.16:18:29,5,"['12', '13', '15']",1,2529
Idle: test configHelpSourceEdit,20640,4,2014-02-16.15:08:45,2014-06-02.11:37:49,6,"['6', '12']",1,18939
IDLE:Improvements- Improving Mock_Text,18504,4,2013-07-19.13:00:52,2014-06-01.14:44:35,6,[],1,17735
Python doesn't exit with proper resultcode on SIGINT,1054041,4,2004-10-25.20:27:22,2014-05-28.20:04:04,6,['8'],1,1938
help('FILES') finds no documentation,18918,4,2013-09-04.04:40:20,2014-05-25.10:13:33,5,['4'],1,18314
"pdb ""args"" crashes when an arg is not printable",20853,4,2014-03-05.10:45:57,2014-05-23.15:08:10,6,['9'],1,564
"Add env vars for controlling building sqlite, hashlib and ssl",5575,4,2009-03-26.21:07:58,2014-05-20.13:29:49,None,['1'],1,94
Python docs reference the Distribute package which has been deprecated in favor of Setuptools,21034,4,2014-03-23.08:48:39,2014-05-14.07:37:05,6,['4'],1,13463
BASECFLAGS are not passed to module build line,969718,4,2004-06-09.15:56:47,2014-05-13.22:17:16,5,['3'],1,1789
"PyOS_Readline: treatment of ""1234EOF""; behavior of builtin_raw_input",6467,4,2009-07-12.11:57:24,2014-05-13.21:44:58,5,['8'],1,10824
wave.py: add writesamples() and readsamples(),4913,4,2009-01-11.02:16:42,2014-05-13.11:14:33,6,['9'],1,9904
Author of EPUB version of Python docs is set to Unknown instead of PSF,20969,4,2014-03-18.14:34:09,2014-05-12.16:10:09,6,['4'],1,15835
Optimize str.translate() for replacement with substrings and non-ASCII strings,21165,4,2014-04-07.09:10:44,2014-05-10.19:43:26,7,[],1,2377
Ambiguity words in base64 documentation,20837,4,2014-03-02.23:38:20,2014-05-09.12:49:13,6,['4'],1,10371
test_compileall fails to build in the installed location,21264,4,2014-04-16.18:59:40,2014-05-07.22:01:04,None,['12'],1,169
Update reload fixer to use importlib instead of imp,21446,4,2014-05-06.09:51:39,2014-05-06.14:24:18,None,['20'],1,14674
CPython setup.py problems,18255,4,2013-06-18.13:13:06,2014-05-04.18:35:56,5,['1'],1,925
Minor increase to Pickle test coverage,18400,4,2013-07-08.05:04:38,2014-04-28.23:45:02,6,['12'],1,18107
Remove assertion-based checking in multiprocessing,5001,4,2009-01-19.16:32:42,2014-04-28.00:15:49,None,['9'],1,5849
add exist_ok to shutil.copytree,20849,4,2014-03-04.04:55:21,2014-04-23.19:36:59,6,['9'],1,19101
"argparse optionals with nargs='?', '*' or '+' can't be followed by positionals",9338,4,2010-07-23.10:46:27,2014-04-23.11:40:03,5,['9'],1,2074
Better support for AF_PACKET on opensolaris (illumos),21287,4,2014-04-17.18:39:07,2014-04-19.10:06:26,2,['9'],1,19447
IDLE to support reindent.py,5150,4,2009-02-04.08:37:42,2014-04-17.09:33:32,6,['6'],1,114
Updated Mac folder icon,21106,4,2014-03-30.21:14:17,2014-04-17.07:25:28,6,['10'],1,19328
Add an abstactmethod directive to the Python ReST domain,21240,4,2014-04-15.15:57:26,2014-04-17.06:20:32,6,['4'],1,14000
devguide: compiler - wording,19316,4,2013-10-20.12:28:46,2014-04-16.21:01:46,6,['26'],1,18343
doctest doesn't find nested functions,1650090,4,2007-02-01.19:20:32,2014-04-15.14:41:45,5,['12'],1,3762
Windows registry path not ignored with -E option,8901,4,2010-06-05.02:39:23,2014-04-14.19:53:32,5,['8'],1,11428
textwrap: Non-breaking space not honored,20491,4,2014-02-02.20:46:37,2014-04-14.17:40:13,5,"['9', '14']",1,16670
Name mangling example in Python tutorial,21196,4,2014-04-10.12:31:20,2014-04-14.06:48:45,6,['4'],1,19382
Speed up threading.Condition wakeup,15139,4,2012-06-22.15:38:31,2014-04-04.14:18:20,7,"['8', '9']",1,2217
"When interrupted during startup, Python should not call abort() but exit()",19983,4,2013-12-15.02:28:58,2014-03-29.17:41:55,1,"['8', '15']",1,13463
"distutils register command should print text, not bytes repr",20900,4,2014-03-12.20:59:23,2014-03-19.14:38:25,5,['3'],1,7641
netrc module does not handle multiple entries for a single host,11416,4,2011-03-06.21:14:07,2014-03-18.10:56:31,6,['9'],1,13890
smtplib doesn't clear helo/ehlo flags on quit,4142,4,2008-10-17.20:02:42,2014-03-16.09:35:13,5,['9'],1,9424
distutils: fix build_ext check to find whether we're building Python or not,20212,4,2014-01-09.23:03:07,2014-03-15.12:43:13,2,"['3', '28']",1,18820
Build fails when there are no shared extensions to be built,19346,4,2013-10-22.11:47:28,2014-03-15.01:54:48,2,['1'],1,10461
distutils build_ext.get_outputs returns wrong result,5977,4,2009-05-09.13:29:48,2014-03-15.01:06:19,5,['3'],1,1814
"bdist_rpm should use rpmbuild, not rpm",11122,4,2011-02-04.21:19:22,2014-03-14.20:15:50,None,['3'],1,10626
Sub-optimal error message when importing a non-package,19257,4,2013-10-14.07:29:15,2014-03-14.13:16:41,None,[],1,9612
distutils should respect the LIBS configure env var,5572,4,2009-03-26.19:16:51,2014-03-13.20:10:34,5,['3'],1,94
distutils dry-run breaks when attempting to bytecompile,1109658,4,2005-01-26.07:19:10,2014-03-13.20:06:04,5,['3'],1,57
Missing dependency in distutils build,5243,4,2009-02-13.09:57:07,2014-03-13.03:58:32,5,['3'],1,10088
Unhelpful error message when a distutils package install fails due to a permissions error,7219,4,2009-10-27.12:37:49,2014-03-12.10:35:23,5,['3'],1,9716
instantiating and populating xml.dom.minidom.Element is cumbersome,4849,4,2009-01-05.19:08:25,2014-03-11.18:15:41,6,['9'],1,982
datetime.time support for '+' and '-',17267,4,2013-02-21.12:47:59,2014-03-07.19:46:35,6,['9'],1,925
wave file module does not support 32bit float format,16525,4,2012-11-21.20:13:47,2014-03-02.08:57:34,6,"['5', '23']",1,16897
Improved roundrobin itertools recipe,20727,4,2014-02-22.06:36:57,2014-02-28.17:18:01,7,['4'],1,19040
tokenize.untokenize is broken,12691,4,2011-08-04.22:21:28,2014-02-24.04:40:41,5,"['4', '9', '12']",1,14554
zipimport behaves badly when the zip file changes while the process is running,19081,4,2013-09-24.04:00:03,2014-02-23.23:21:59,5,[],1,252
tokenize.untokenize first token missing failure case,8478,4,2010-04-21.02:18:30,2014-02-23.23:01:28,5,['9'],1,9617
Fix Tkinter Tcl-commands memory-leaks,1524639,4,2006-07-18.16:00:51,2014-02-23.18:30:52,5,['13'],1,826
argparse only supports iterable choices,16468,4,2012-11-14.04:32:19,2014-02-17.10:39:11,5,['9'],1,12075
'SyntaxError: invalid token' is unfriendly,20608,4,2014-02-12.14:03:20,2014-02-15.20:40:04,6,['8'],1,697
Use specific asserts in bigmem tests,20547,4,2014-02-07.20:25:56,2014-02-15.06:37:38,6,['12'],1,15623
Use specific asserts in bytes tests,20552,4,2014-02-07.20:27:36,2014-02-14.02:04:38,6,['12'],1,15623
pstats - allow stats sorting by cumulative time per call and total time per call,18795,4,2013-08-20.23:48:11,2014-02-11.18:05:06,6,['9'],1,18180
"WSGI, cgi.FieldStorage incompatibility",1573931,4,2006-10-09.18:34:30,2014-02-10.14:08:26,5,['9'],1,2515
Use specific asserts in unicode tests,20545,4,2014-02-07.20:25:25,2014-02-08.13:52:44,6,"['12', '14']",1,15623
[PATCH] Debuggers need a way to change the locals of a frame,1654367,4,2007-02-07.17:12:28,2014-02-06.15:47:40,6,['8'],1,3182
Replace uuid ctypes usage with an extension module.,20519,4,2014-02-05.11:52:23,2014-02-05.20:08:35,6,['22'],1,1807
idlelib for Python 3 with Guilherme Polo GSoC enhancements,10079,4,2010-10-13.03:19:55,2014-02-04.12:12:01,6,['6'],1,13136
IDLE: Use tabbed shell and edit windows,9262,4,2010-07-14.17:31:47,2014-02-04.12:05:36,6,['6'],1,155
Add File - Reload,1721083,4,2007-05-18.02:15:52,2014-02-04.11:59:33,6,['6'],1,114
CoverageResult fails to merge input file with non-empty callers in trace.py (patch),7275,4,2009-11-06.18:12:00,2014-02-03.19:49:43,5,['9'],1,11431
Cookie.py does not correctly quote Morsels,991266,4,2004-07-15.00:17:04,2014-02-03.19:49:29,5,['9'],1,1098
cgitb.py support for frozen images,1178136,4,2005-04-06.22:45:08,2014-02-03.19:48:27,6,['9'],1,105
Enable os.startfile and webbrowser.WindowsDefault on Cygwin,1244861,4,2005-07-25.23:38:18,2014-02-03.19:48:14,6,"['5', '15']",1,1182
GCC detection for runtime_library_dirs when ccache is used,1254718,4,2005-08-09.04:53:25,2014-02-03.19:47:57,2,"['1', '3']",1,1507
Broader iterable support for xmlrpclib,1374063,4,2005-12-06.04:14:58,2014-02-03.19:47:30,6,['9'],1,15
Python misbehaves when installed in / (patch attached),1653457,4,2007-02-06.17:08:40,2014-02-03.19:44:39,5,"['1', '5']",1,3014
Add a PeriodicTimer to threading,1676820,4,2007-03-08.21:28:21,2014-02-03.19:43:47,6,['9'],1,1439
readline module - set/get quote delimiters,1744,4,2008-01-06.15:14:05,2014-02-03.19:42:22,6,['5'],1,4502
ctypes callback fails when called in Python with array argument,1800,4,2008-01-11.23:14:58,2014-02-03.19:42:08,5,"['9', '15']",1,1673
detect_tkinter for cygwin,4802,4,2009-01-01.20:08:29,2014-02-03.19:23:22,6,[],1,9108
Add support for Digest authentication session (reuse nonces),7752,4,2010-01-21.23:47:52,2014-02-03.19:21:39,6,['9'],1,8426
normalize namespace from minidom,1621421,4,2006-12-23.20:01:44,2014-02-03.19:21:26,5,['16'],1,3755
Parameter list mismatches (portation problem),1648268,4,2007-01-30.22:15:43,2014-02-03.19:21:10,5,['8'],1,2998
minidom Level 1 DOM compliance,1704134,4,2007-04-20.07:39:47,2014-02-03.19:20:23,5,['16'],1,713
Patch for [ 735515 ] urllib2 should cache 301 redir,1755841,4,2007-07-18.02:32:18,2014-02-03.19:20:04,6,['9'],1,1741
